OBJECTID,COUSUBNS,GEOID,NAMELSAD,CLASSFP,ALAND,AWATER,INTPTLAT,INTPTLON
614,1939031,4835192750,Newton CCD,Z5,857497072,2946381,30.8143284,-93.7135949
615,1938540,4835390325,Blackwell-Nolan CCD,Z5,762730378,694742,32.2288554,-100.2961248
616,1939146,4835393325,Roscoe CCD,Z5,1071810911,821986,32.2886874,-100.5397470
617,1939244,4835393810,Sweetwater CCD,Z5,527520453,3535431,32.4442471,-100.3446966
618,1938538,4835590315,Bishop CCD,Z5,455900349,1251195,27.7014773,-97.8172236
619,1938648,4835590850,Corpus Christi CCD,Z5,771634707,145581080,27.701396,-97.4379228
620,1938649,4835590855,Corpus Christi West CCD,Z5,423587061,5118380,27.8489727,-97.7748104
621,1938694,4835591080,Driscoll CCD,Z5,396924190,152370,27.6310278,-97.6623703
622,1939100,4835593095,Port Aransas CCD,Z5,95731645,693213388,27.7542524,-97.1733853
623,1939135,4835593270,Robstown CCD,Z5,29391341,0,27.7966994,-97.6605919
624,1939082,4835793005,Perryton East CCD,Z5,1208180092,687119,36.2657828,-100.6814955
625,1939083,4835793010,Perryton West CCD,Z5,1168611971,644659,36.2681713,-100.9550241
626,1939287,4835990017,Adrian CCD,Z5,1605399312,240483,35.3825911,-102.8631698
627,1939286,4835994018,Vega CCD,Z5,2280937802,2099233,35.4860193,-102.3984970
628,1938563,4836190440,Bridge City-Orangefield CCD,Z5,174807523,86085431,30.0218661,-93.8837695
629,1938977,4836192480,Mauriceville CCD,Z5,185913185,7446198,30.1881352,-93.8170037
630,1939062,4836192905,Orange CCD,Z5,162659183,10678625,30.1056423,-93.7757556
631,1939292,4836194050,Vidor CCD,Z5,341121153,14266205,30.1662484,-93.9868931
632,1938796,4836391595,Graford CCD,Z5,625211559,44185321,32.9307201,-98.3167295
633,1939000,4836392595,Mineral Wells CCD,Z5,312595503,5002985,32.7833224,-98.1246806
634,1939071,4836392950,Palo Pinto-Santo CCD,Z5,736090915,16848017,32.6802416,-98.2112753
635,1939236,4836393770,Strawn-Gordon CCD,Z5,793192717,19327824,32.6732658,-98.4858987
636,1938522,4836590235,Beckville CCD,Z5,403083615,4110864,32.2538814,-94.4615719
637,1938603,4836590640,Carthage CCD,Z5,326922294,1849312,32.159102,-94.3413137
638,1938672,4836590970,De Berry-Deadwood CCD,Z5,754098019,3769528,32.2192078,-94.1398772
639,1938772,4836591475,Gary City CCD,Z5,333571362,1789076,32.0466561,-94.2589920
640,1938934,4836592265,Long Branch-Dotson CCD,Z5,283725610,14291843,32.0304973,-94.4923955
641,1939222,4836793701,Springtown-Reno CCD,Z5,507647818,2132921,32.8897425,-97.6727388
642,1939301,4836794095,Weatherford CCD,Z5,791884871,6091740,32.6730421,-97.8918648
643,1939302,4836794100,Weatherford Northwest CCD,Z5,619631510,3337034,32.9073221,-97.9168347
644,1939303,4836794105,Weatherford Southeast CCD,Z5,421459822,4948399,32.6817765,-97.6420009
645,1938737,4836991300,Farwell-Bovina CCD,Z5,1362164795,6111865,34.4465616,-102.8116725
646,1938759,4836991410,Friona CCD,Z5,919147354,5243897,34.648277,-102.7510110
647,1938752,4837191375,Fort Stockton CCD,Z5,8831310086,171946,30.6781932,-102.7986785
648,1938855,4837191870,Imperial CCD,Z5,2047517267,2360329,31.1679473,-102.8620556
649,1938858,4837191885,Iraan CCD,Z5,1459447583,0,30.8354239,-102.0618678
650,1938650,4837390860,Corrigan CCD,Z5,773289488,696144,30.999805,-94.8131530
651,1938926,4837392226,Livingston-Onalaska CCD,Z5,1964443752,135575476,30.7204093,-94.8362451
652,1938488,4837590065,Amarillo CCD,Z5,309485675,5006785,35.2351324,-101.7919801
653,1938597,4837590610,Canadian River Breaks CCD,Z5,2043233058,30183300,35.4137864,-101.9113636
654,1938961,4837792400,Marfa CCD,Z5,6796350213,1639941,30.1747692,-104.2918021
655,1939110,4837793145,Presidio CCD,Z5,3188707235,133247,29.6262903,-104.1295422
656,1938725,4837991235,Emory CCD,Z5,340962391,27484758,32.8567125,-95.7243550
657,1939096,4837993075,Point CCD,Z5,253319241,48594168,32.8844228,-95.8696022
658,1938489,4838190070,Amarillo CCD,Z5,880471408,13767649,35.092782,-101.8977595
659,1938600,4838190625,Canyon CCD,Z5,1483437869,11435512,34.8969881,-101.8965146
660,1938533,4838390290,Big Lake CCD,Z5,3044049120,1792716,31.3751911,-101.5143954
661,1938595,4838590600,Camp Wood-Leakey CCD,Z5,1810812879,2346259,29.8300967,-99.8125490
662,1938496,4838790105,Annona-Avery CCD,Z5,808649385,7822597,33.5733486,-94.8593998
663,1938548,4838790365,Bogata CCD,Z5,534775847,10550814,33.4636128,-95.1617574
664,1938625,4838790735,Clarksville CCD,Z5,567060226,7338337,33.6210747,-95.0579839
665,1938683,4838791025,Detroit CCD,Z5,265021943,965953,33.6721442,-95.2273138
666,1938958,4838792385,Manchester CCD,Z5,528169844,6577379,33.8461237,-95.1267118
667,1938513,4838990190,Balmorhea CCD,Z5,2063363922,2397965,31.0333498,-103.6476675
668,1939079,4838992990,Pecos CCD,Z5,4762170396,14998707,31.4719183,-103.7017613
669,1938509,4839190170,Austwell-Tivoli CCD,Z5,1034261022,78857551,28.3607475,-97.0634400
670,1939125,4839193220,Refugio CCD,Z5,476814361,5626153,28.4408535,-97.2197548
671,1939337,4839194275,Woodsboro CCD,Z5,484470174,39205055,28.185211,-97.3544367
672,1938992,4839392555,Miami CCD,Z5,2393298442,346846,35.838596,-100.8366824
673,1938561,4839590430,Bremond CCD,Z5,368662811,6152942,31.1218156,-96.6522896
674,1938592,4839590585,Calvert CCD,Z5,235706924,1549133,31.0177152,-96.6589908
675,1938754,4839591385,Franklin CCD,Z5,1204706010,15124285,31.062044,-96.4215296
676,1938831,4839591750,Hearne CCD,Z5,405764589,4506625,30.8348961,-96.5901618
677,1939041,4839792800,Northeast Rockwall CCD,Z5,101744240,1155850,32.9447053,-96.3579664
678,1939052,4839792855,Northwest Rockwall CCD,Z5,52566373,32996303,32.9354529,-96.4738090
679,1939215,4839793665,South Rockwall CCD,Z5,175150690,22120292,32.8577821,-96.4069485
680,1938512,4839990185,Ballinger CCD,Z5,885079167,9509472,31.7761641,-99.8944628
681,1938998,4839992585,Miles CCD,Z5,278150737,28355,31.6750761,-100.1708752
682,1939152,4839993350,Rowena CCD,Z5,337917017,2120753,31.6303251,-99.9748110
683,1939335,4839994265,Winters CCD,Z5,1221112402,3946208,31.9739648,-99.9894106
684,1938836,4840191775,Henderson CCD,Z5,472647663,1134930,32.1711046,-94.7979254
685,1938886,4840192025,Kilgore CCD,Z5,184244376,3241170,32.3443966,-94.8441216
686,1938908,4840192135,Laneville CCD,Z5,517079892,2781254,31.934281,-94.8431559
687,1939013,4840192660,Mount Enterprise CCD,Z5,348947541,988581,31.9050592,-94.6118401
688,1939066,4840192925,Overton CCD,Z5,131229421,33848,32.2750691,-94.9137477
689,1939089,4840193040,Pinehill CCD,Z5,315402870,11999440,32.0981488,-94.6459030
690,1938601,4840193148,Price-Turnertown CCD,Z5,167269452,471358,32.1282842,-94.9451154
691,1939250,4840193840,Tatum CCD,Z5,256842004,16566617,32.3168502,-94.6103594
692,1938834,4840391765,Hemphill CCD,Z5,547297703,133716507,31.2806236,-93.7858765
693,1938997,4840392580,Milam CCD,Z5,373878065,63508864,31.48463,-93.8605075
694,1939090,4840393045,Pineland CCD,Z5,352347647,22710691,31.2867726,-93.9758837
695,1938566,4840590455,Broaddus CCD,Z5,600099299,155126070,31.2654168,-94.1550864
696,1939165,4840593415,San Augustine CCD,Z5,774301064,4518618,31.5113871,-94.1589426
697,1938633,4840790775,Coldspring CCD,Z5,217029695,52461942,30.5953959,-95.1170706
698,1939097,4840793080,Point Blank CCD,Z5,342973710,90947398,30.7522227,-95.2502295
699,1939193,4840793555,Shepherd-Evergreen CCD,Z5,914328864,8539892,30.489911,-95.1501194
700,1938500,4840990125,Aransas Pass-Ingleside CCD,Z5,85565688,2094566,27.8842841,-97.1972196
701,1938975,4840992470,Mathis CCD,Z5,401661896,20876367,28.0505684,-97.7664375
702,1938806,4840993103,Portland-Gregory CCD,Z5,239423852,3010777,27.94406,-97.2922263
703,1939198,4840993580,Sinton-Odem CCD,Z5,617182505,9112413,28.0224856,-97.5779642
704,1939245,4840993815,Taft CCD,Z5,452157000,2483266,28.0122886,-97.3967832
705,1939170,4841193231,Richland Springs CCD,Z5,987447401,2817502,31.3341426,-98.8614486
706,1939171,4841193439,San Saba CCD,Z5,1952999762,5482709,31.0693309,-98.7854292
707,1938715,4841391185,Eldorado East CCD,Z5,1890741130,64971,30.9110088,-100.3594283
708,1938716,4841391190,Eldorado West CCD,Z5,1503804938,22430,30.9109253,-100.7885795
709,1938745,4841591339,Fluvanna-Ira CCD,Z5,826996045,3207841,32.7266548,-101.0847575
710,1938840,4841591795,Hermleigh CCD,Z5,335088419,201359,32.6222463,-100.7440574
711,1939203,4841593605,Snyder CCD,Z5,1183006010,2027757,32.8059799,-100.8530504
712,1938481,4841790030,Albany CCD,Z5,2064509024,2425059,32.74464,-99.3812324
713,1939009,4841792640,Moran CCD,Z5,303480230,843150,32.5993907,-99.1837725
714,1938479,4841990020,Aiken-Neuville CCD,Z5,382587711,2447958,31.7014842,-94.2094372
715,1938612,4841990670,Center CCD,Z5,368645126,4785540,31.8219722,-94.1766403
716,1939192,4841993550,Shelbyville CCD,Z5,562226286,58992366,31.7113167,-93.9428529
717,1939254,4841993860,Tenaha-Joaquin CCD,Z5,358941753,32103021,31.9162255,-94.1111153
718,1939267,4841993925,Timpson CCD,Z5,388165590,2752792,31.8733427,-94.3938628
719,1939235,4842193759,Stratford CCD,Z5,986047188,143992,36.2828371,-102.0560684
720,1939234,4842193883,Texhoma CCD,Z5,1404148419,281437,36.2808061,-101.7697002
721,1938578,4842390515,Bullard CCD,Z5,241396695,23120519,32.2031553,-95.3796982
722,1938923,4842392210,Lindale CCD,Z5,532329165,10142232,32.5229631,-95.4625794
723,1939272,4842393950,Troup-Arp CCD,Z5,286594640,17959947,32.2171948,-95.0869194
724,1939276,4842393970,Tyler CCD,Z5,426014098,6776402,32.382619,-95.3289339
725,1939277,4842393975,Tyler East CCD,Z5,380531692,5032617,32.3580971,-95.0999107
726,1939323,4842394205,Whitehouse CCD,Z5,183299761,5793476,32.2156436,-95.2395720
727,1939334,4842394260,Winona CCD,Z5,336438238,4338469,32.4995695,-95.1555315
728,1938784,4842591535,Glen Rose CCD,Z5,482714491,14210911,32.2180714,-97.7692170
729,1938899,4842792090,La Grulla CCD,Z5,495779637,2964832,26.3999863,-98.6079225
730,1939129,4842793239,Rio Grande City CCD,Z5,1876185237,3200761,26.5985884,-98.6468587
731,1939144,4842793315,Roma-Los Saenz CCD,Z5,796054361,9180781,26.5733097,-98.9627597
732,1938559,4842990420,Breckenridge North CCD,Z5,1140869922,52245816,32.8477997,-98.8234128
733,1938560,4842990425,Breckenridge South CCD,Z5,1181627309,11901889,32.6317598,-98.8567321
734,1939231,4843193745,Sterling City CCD,Z5,2391722770,167451,31.8357735,-101.0549114
735,1938504,4843390145,Aspermont North CCD,Z5,1252585438,5119178,33.27704,-100.2368614
736,1938505,4843390150,Aspermont South CCD,Z5,1120653262,5058209,33.0768442,-100.2597244
737,1939205,4843593615,Sonora CCD,Z5,470740464,1247229,30.6267405,-100.6762609
738,1939206,4843593620,Sonora Rural CCD,Z5,3294934311,29837,30.4781014,-100.5174078
739,1938821,4843791700,Happy CCD,Z5,565770321,6575840,34.6902895,-101.7471088
740,1938893,4843792060,Kress CCD,Z5,810320795,8384826,34.390946,-101.7161755
741,1939273,4843793955,Tulia CCD,Z5,929411589,12317322,34.5542071,-101.7536506
742,1938502,4843990135,Arlington CCD,Z5,457835274,12760884,32.6667392,-97.1299771
743,1938753,4843991380,Fort Worth CCD,Z5,1235298645,73096460,32.753407,-97.3856595
744,1939042,4843992805,Northeast Tarrant CCD,Z5,547944485,13925156,32.900904,-97.1898733
745,1938477,4844190010,Abilene CCD,Z5,489496939,4309700,32.4242298,-99.7469645
746,1938870,4844191945,Jim Ned CCD,Z5,1180053989,5028601,32.2028127,-99.8614564
747,1938988,4844192535,Merkel CCD,Z5,701677337,422010,32.3991003,-100.0146292
748,1938706,4844391140,East Terrell CCD,Z5,4553114312,258680,30.2522192,-101.9870834
749,1939317,4844394175,West Terrell CCD,Z5,1553967479,802,30.12466,-102.3218205
750,1938569,4844590470,Brownfield CCD,Z5,1638407636,2839699,33.1083848,-102.3350117
751,1938980,4844592495,Meadow CCD,Z5,663675654,2604161,33.3195982,-102.3352473
752,1939264,4844793910,Throckmorton CCD,Z5,1955337369,6794746,33.2121987,-99.2443700
753,1939338,4844794280,Woodson CCD,Z5,408162075,791440,33.036872,-99.0488066
754,1938644,4844990830,Cookville CCD,Z5,269636796,8749077,33.1358408,-94.8713158
755,1939014,4844992665,Mount Pleasant CCD,Z5,291404175,7925394,33.2177092,-94.9555777
756,1939247,4844993825,Talco CCD,Z5,316465113,3937275,33.3348305,-94.9909174
757,1939329,4844994235,Winfield CCD,Z5,174194165,30099442,33.1493193,-95.0799913
758,1938707,4845191145,East Tom Green CCD,Z5,1698819167,286561,31.386848,-100.2761085
759,1939163,4845193405,San Angelo CCD,Z5,153832403,94534,31.4600754,-100.4321555
760,1939318,4845194180,West Tom Green CCD,Z5,2089313836,47696220,31.4245108,-100.6210634
761,1938508,4845390165,Austin CCD,Z5,1212459009,14405972,30.2395128,-97.6912697
762,1939268,4845392807,Northeast Travis CCD,Z5,372008460,163930,30.412887,-97.5373132
763,1939269,4845392857,Northwest Travis CCD,Z5,543919793,36886820,30.4784536,-97.9409157
764,1939270,4845393688,Southwest Travis CCD,Z5,446197138,28765447,30.3389736,-98.0115130
765,1938499,4845590120,Apple Springs CCD,Z5,823803282,915699,31.1607071,-95.0038061
766,1938783,4845591530,Glendale CCD,Z5,386356011,13363009,31.0113591,-95.3309378
767,1938808,4845591655,Groveton CCD,Z5,521440071,16414236,31.0555198,-95.1696552
768,1939271,4845593945,Trinity CCD,Z5,65321362,21567847,30.9135413,-95.3376652
769,1938635,4845790785,Colmesneil-Chester CCD,Z5,728933526,12739603,30.9522771,-94.4425644
770,1939224,4845793710,Spurger CCD,Z5,668535186,12276500,30.6828972,-94.2158584
771,1939297,4845794075,Warren CCD,Z5,394285965,573104,30.6057245,-94.4487246
772,1939339,4845794285,Woodville CCD,Z5,602404007,3504304,30.7627867,-94.4375822
773,1938531,4845990280,Bettie CCD,Z5,364052603,2974551,32.8412548,-95.0114585
774,1938534,4845990295,Big Sandy CCD,Z5,276105151,3797657,32.6165537,-95.0671179
775,1938780,4845991515,Gilmer CCD,Z5,336674027,4919138,32.7166515,-94.9908238
776,1938782,4845991525,Gladewater CCD,Z5,175399904,4159760,32.6182675,-94.8726727
777,1939065,4845992920,Ore City CCD,Z5,357679149,9027006,32.7953058,-94.7711229
778,1938950,4846192345,McCamey CCD,Z5,1068357009,161,31.345993,-102.2078283
779,1939120,4846193195,Rankin CCD,Z5,2146653589,464148,31.3821439,-101.9606010
780,1939157,4846393375,Sabinal CCD,Z5,1095744797,4341605,29.4380367,-99.5286644
781,1939278,4846393980,Uvalde CCD,Z5,2923710948,13044296,29.2986949,-99.8214201
782,1938677,4846590995,Del Rio CCD,Z5,527633259,29100966,29.3845505,-100.8681063
783,1938678,4846591000,Del Rio Northeast CCD,Z5,3605064796,75307033,29.8995453,-100.9115799
784,1938679,4846591005,Del Rio Northwest CCD,Z5,4012165911,123303026,29.9631353,-101.4096647
785,1938529,4846790270,Ben Wheeler-Edom CCD,Z5,363864241,6143853,32.4126958,-95.6682458
786,1938599,4846790620,Canton CCD,Z5,330693373,4620000,32.5513085,-95.8779675
787,1938608,4846790654,Cedar Creek Lake CCD,Z5,396899654,5381112,32.437225,-95.9624602
788,1938711,4846791165,Edgewood CCD,Z5,178898295,1690899,32.7065436,-95.8735358
789,1938801,4846791620,Grand Saline CCD,Z5,328562623,6559222,32.652345,-95.7311310
790,1939282,4846794000,Van CCD,Z5,211035775,3855455,32.53263,-95.6710884
791,1939327,4846794225,Wills Point CCD,Z5,372296374,15899213,32.7166717,-95.9989963
792,1939289,4846994035,Victoria CCD,Z5,908087566,655173,28.8994682,-96.9735496
793,1939290,4846994040,Victoria South CCD,Z5,564393933,5589200,28.7395055,-96.8209657
794,1939291,4846994045,Victoria West CCD,Z5,812163385,11181571,28.71215,-97.0770088
795,1938853,4847191860,Huntsville CCD,Z5,1034426234,17094744,30.7050371,-95.6655801
796,1939032,4847192755,New Waverly CCD,Z5,351242238,3892102,30.6103673,-95.4205916
797,1939132,4847193255,Riverside CCD,Z5,645457853,23758911,30.8598617,-95.4785202
798,1938568,4847390465,Brookshire CCD,Z5,451838163,4382365,29.8567722,-95.9773131
799,1938835,4847391770,Hempstead CCD,Z5,389208098,6742522,30.0930296,-96.0722182
800,1939295,4847393137,Prairie View-Waller CCD,Z5,488385303,703086,30.0775485,-95.9358141
801,1938516,4847590205,Barstow-Pyote CCD,Z5,1010067331,52171,31.524724,-103.2918354
802,1938800,4847591615,Grandfalls CCD,Z5,300270923,235262,31.3602829,-102.8526584
803,1939002,4847592605,Monahans CCD,Z5,853862807,336773,31.5361293,-102.9566060
804,1938562,4847790435,Brenham CCD,Z5,257576565,3059247,30.1643224,-96.4058505
805,1938585,4847790550,Burton CCD,Z5,433336346,20685480,30.1752627,-96.6140000
806,1938775,4847791490,Gay Hill-Independence CCD,Z5,359697264,11509210,30.2913723,-96.4103599
807,1939298,4847794080,Washington-Chappell Hill CCD,Z5,514245310,10217383,30.2277955,-96.2145460
808,1938910,4847992145,Laredo CCD,Z5,86218566,1005569,27.5438975,-99.4846562
809,1939304,4847992146,Laredo North-Webb CCD,Z5,5766056029,24196057,27.9177476,-99.4482784
810,1938573,4847992147,Laredo South-El Cenizo CCD,Z5,2853912684,11352929,27.4722906,-99.0896536
811,1939029,4848190368,Boling-Newgulf CCD,Z5,345204321,5042053,29.2399484,-95.9857309
812,1939043,4848191112,East Bernard CCD,Z5,696830871,5743286,29.4748207,-96.1823035
813,1938714,4848191180,El Campo CCD,Z5,773087229,4907676,29.1944331,-96.2182826
814,1938942,4848192305,Louise CCD,Z5,747186709,2717126,29.1701887,-96.4333548
815,1939319,4848194185,Wharton CCD,Z5,250785950,2899862,29.3371939,-96.0741505
816,1939191,4848393545,Shamrock CCD,Z5,797473293,841283,35.2650435,-100.3246020
817,1939320,4848394190,Wheeler CCD,Z5,1571155939,1614629,35.465224,-100.2470734
818,1938580,4848590525,Burkburnett CCD,Z5,235522131,250436,34.0890125,-98.6055137
819,1938717,4848591195,Electra CCD,Z5,637460175,1667775,34.0006139,-98.8567394
820,1938857,4848591880,Iowa Park CCD,Z5,248967284,7113213,33.9882125,-98.7080098
821,1939325,4848594215,Wichita Falls CCD,Z5,503510377,4612742,33.9265249,-98.5448707
822,1938735,4848791290,Fargo-Odell CCD,Z5,719358598,1623790,34.2723529,-99.3442624
823,1938827,4848791730,Harrold-Oklaunion CCD,Z5,989716416,7193093,34.0270041,-99.0695267
824,1938929,4848792240,Lockett CCD,Z5,709742323,9248348,33.9711443,-99.3582577
825,1939288,4848794030,Vernon CCD,Z5,95920761,137434,34.138069,-99.3024746
826,1938912,4848992155,Lasara CCD,Z5,286299447,16186576,26.5188648,-97.8879133
827,1938948,4848992335,Lyford CCD,Z5,198658134,1920135,26.4046271,-97.7275193
828,1939122,4848993205,Raymondville CCD,Z5,162643124,500725,26.4852906,-97.7668022
829,1939169,4848993435,San Perlita CCD,Z5,739156645,483409952,26.50447,-97.4569425
830,1939181,4848993495,Sebastian CCD,Z5,142894864,867392,26.342102,-97.6967706
831,1938921,4849190657,Cedar Park-Liberty Hill CCD,Z5,305924342,1982106,30.5940405,-97.8858665
832,1938742,4849191325,Florence CCD,Z5,526197698,1921097,30.7910533,-97.8266879
833,1938803,4849191630,Granger CCD,Z5,321295004,13522933,30.7286868,-97.4310089
834,1938864,4849191915,Jarrell CCD,Z5,290445250,1297712,30.756257,-97.5977068
835,1938776,4849193343,Round Rock-Georgetown CCD,Z5,477785185,8037262,30.5943034,-97.7279290
836,1939251,4849193845,Taylor CCD,Z5,968345972,14810070,30.5535372,-97.3882276
837,1938743,4849391330,Floresville CCD,Z5,802402315,4185760,29.1736838,-98.2140957
838,1938913,4849392160,La Vernia CCD,Z5,296350661,1204531,29.330494,-98.0867709
839,1939106,4849393125,Poth CCD,Z5,432462296,3379441,29.0332424,-98.0993546
840,1939233,4849393755,Stockdale CCD,Z5,550447378,3341775,29.2274722,-97.9073646
841,1938883,4849592010,Kermit CCD,Z5,1714701936,19838,31.9011647,-102.9847264
842,1939330,4849594240,Wink CCD,Z5,464174229,0,31.726987,-103.1822406
843,1938487,4849790060,Alvord CCD,Z5,207556846,499865,33.3740412,-97.6678087
844,1938554,4849790395,Boyd-Rhome CCD,Z5,423500105,2811670,33.0631495,-97.5501810
845,1938564,4849790445,Bridgeport CCD,Z5,927818298,41638310,33.2065698,-97.8086801
846,1938673,4849790975,Decatur CCD,Z5,783493861,2089145,33.2742238,-97.5284978
847,1938480,4849990025,Alba CCD,Z5,158271057,29399594,32.7741362,-95.5799356
848,1938829,4849991740,Hawkins CCD,Z5,373137896,10639291,32.6544144,-95.2459127
849,1938999,4849992590,Mineola CCD,Z5,220575398,6698758,32.681318,-95.4588026
850,1939117,4849993180,Quitman CCD,Z5,536418019,74820629,32.8450849,-95.4669655
851,1939333,4849994255,Winnsboro CCD,Z5,382769785,9172928,32.8809983,-95.2535088
852,1938681,4850191015,Denver City CCD,Z5,496459113,34329,33.0171394,-102.7927450
853,1939092,4850193055,Plains CCD,Z5,1574793366,0,33.2213919,-102.8393127
854,1938797,4850391600,Graham CCD,Z5,1023223520,31273900,33.060398,-98.6525022
855,1938868,4850391935,Jean-Loving CCD,Z5,390128158,2406319,33.3067739,-98.5326010
856,1939028,4850392735,Newcastle CCD,Z5,605549265,5981107,33.18589,-98.8218093
857,1939060,4850392895,Olney CCD,Z5,349638814,2710543,33.3467706,-98.7887140
858,1939173,4850593455,San Ygnacio CCD,Z5,598532497,8194653,27.1688872,-99.3386073
859,1939344,4850594310,Zapata CCD,Z5,1987343545,146176507,26.9504649,-99.1239408
860,1938518,4850790215,Batesville CCD,Z5,1114210116,2902034,28.9571943,-99.6124226
861,1938662,4850790920,Crystal City CCD,Z5,1655283727,6204639,28.7619558,-99.7906493
862,1938909,4850792140,La Pryor CCD,Z5,590775035,2102034,28.9805911,-99.9520921
